Price,Prop_type,Size,Bath,Bed,City,Division
1000,House,119,4,3,Lourinhã,Lourinhã e Atalaia
1100,House,85,1,2,Lisboa,Alcântara
1100,House,87,1,2,Oeiras,Porto Salvo
1200,House,140,3,3,Torres Vedras,A dos Cunhados e Maceira
1250,House,108,2,3,Cascais,Alcabideche
1250,House,103,2,2,Cascais,Alcabideche
1300,House,90,3,3,Mafra,Ericeira
1300,House,154,2,3,Sintra,São João das Lampas e Terrugem
1800,House,124,1,3,Cascais,Carcavelos e Parede
1900,House,147,3,5,Lisboa,Olivais
2000,House,104,2,7,Sintra,Rio de Mouro
2200,House,175,2,3,Cascais,Carcavelos e Parede
2200,House,181,4,4,Loures,Loures
2350,House,124,2,3,Mafra,Ericeira
2400,House,240,3,5,Sintra,Rio de Mouro
2500,House,140,4,2,Cascais,Cascais e Estoril
2500,House,229,3,3,Oeiras,Oeiras e São Julião da Barra
2750,House,169,4,4,Cascais,São Domingos de Rana
2800,House,202,3,5,Oeiras,Oeiras e São Julião da Barra
2850,House,235,5,5,Oeiras,Oeiras e São Julião da Barra
2950,House,182,3,3,Cascais,Carcavelos e Parede
3000,House,100,4,5,Sintra,Sintra (Santa Maria e São Miguel
3000,House,205,3,3,Sintra,Sintra (Santa Maria e São Miguel
3500,House,190,3,3,Cascais,Alcabideche
3500,House,212,4,4,Cascais,Cascais e Estoril
3700,House,285,5,6,Cascais,São Domingos de Rana
4000,House,293,4,4,Cascais,Cascais e Estoril
6000,House,548,6,7,Cascais,Cascais e Estoril
7750,House,216,9,9,Oeiras,Oeiras e São Julião da Barra
8000,House,255,6,4,Cascais,Cascais e Estoril
10000,House,420,7,6,Sintra,Queluz e Belas
11500,House,588,5,7,Oeiras,Oeiras e São Julião da Barra
12000,House,263,5,5,Cascais,Cascais e Estoril
25000,House,870,7,7,Lisboa,Alvalade
